time,ego_collision,done,x,y,theta,requested_speed,steering_angle
1779542750.818295,0,1,2.484833,0.179501,6.241651,1.000000,-0.000877
1779542750.827637,0,1,2.494822,0.179017,6.241266,1.000000,-0.000877
1779542750.838678,0,1,2.504809,0.178514,6.240690,1.000000,-0.000877
1779542750.848853,0,1,2.514797,0.178021,6.240305,1.000000,0.000329
1779542750.857785,0,1,2.524784,0.177509,6.239729,1.000000,0.000329
1779542750.868020,0,1,2.534772,0.177029,6.239590,1.000000,0.001109
1779542750.877752,0,1,2.544763,0.176611,6.239967,1.000000,0.001109
1779542750.887884,0,1,2.554755,0.176209,6.240272,1.000000,0.001109
1779542750.898122,0,1,2.564749,0.175841,6.240813,1.000000,0.002170
1779542750.908032,0,1,2.574742,0.175473,6.241182,1.000000,0.002170
1779542750.918365,0,1,2.584736,0.175128,6.241749,1.000000,0.002170
1779542750.927651,0,1,2.594730,0.174778,6.242130,1.000000,0.001955
1779542750.938203,0,1,2.604724,0.174448,6.242703,1.000000,0.001955
1779542750.947568,0,1,2.614719,0.174111,6.243087,1.000000,0.001955
1779542750.958181,0,1,2.624714,0.173793,6.243662,1.000000,0.001955
1779542750.968051,0,1,2.634708,0.173466,6.244047,1.000000,-0.000494
1779542750.978052,0,1,2.644703,0.173158,6.244622,1.000000,-0.000494
1779542750.987694,0,1,2.654698,0.172817,6.244762,1.000000,-0.001310
1779542750.997836,0,1,2.664690,0.172415,6.244385,1.000000,-0.001310
1779542751.008099,0,1,2.674681,0.171997,6.244079,1.000000,-0.001310
1779542751.017815,0,1,2.684671,0.171545,6.243539,1.000000,-0.003210
1779542751.028305,0,1,2.694660,0.171093,6.243169,1.000000,-0.003210
1779542751.037689,0,1,2.704649,0.170618,6.242602,1.000000,-0.003210
1779542751.047821,0,1,2.714638,0.170148,6.242221,1.000000,-0.004083
1779542751.058235,0,1,2.724626,0.169658,6.241648,1.000000,-0.004083
1779542751.068185,0,1,2.734614,0.169175,6.241264,1.000000,-0.004083
1779542751.078365,0,1,2.744602,0.168674,6.240689,1.000000,-0.003430
1779542751.087802,0,1,2.754590,0.168180,6.240304,1.000000,-0.003430
1779542751.098343,0,1,2.764576,0.167669,6.239729,1.000000,-0.003430
1779542751.107991,0,1,2.774564,0.167166,6.239344,1.000000,-0.002538
1779542751.118068,0,1,2.784550,0.166644,6.238768,1.000000,-0.002538
1779542751.129094,0,1,2.794537,0.166131,6.238383,1.000000,-0.002538
1779542751.138162,0,1,2.804523,0.165600,6.237807,1.000000,-0.001810
1779542751.147529,0,1,2.814509,0.165078,6.237422,1.000000,-0.001810
1779542751.158374,0,1,2.824495,0.164537,6.236846,1.000000,-0.001810
1779542751.167741,0,1,2.834480,0.164005,6.236461,1.000000,-0.000909
1779542751.178095,0,1,2.844465,0.163454,6.235885,1.000000,-0.000909
1779542751.188467,0,1,2.854450,0.162912,6.235500,1.000000,-0.000134
1779542751.197627,0,1,2.864435,0.162352,6.234924,1.000000,-0.000134
1779542751.208333,0,1,2.874420,0.161801,6.234539,1.000000,-0.000134
1779542751.217816,0,1,2.884403,0.161232,6.233963,1.000000,0.000339
1779542751.227751,0,1,2.894388,0.160671,6.233578,1.000000,0.000339
1779542751.238139,0,1,2.904371,0.160091,6.233002,1.000000,0.000339
1779542751.247580,0,1,2.914356,0.159545,6.232863,1.000000,0.001575
1779542751.257854,0,1,2.924344,0.159059,6.233240,1.000000,0.001575
1779542751.267754,0,1,2.934333,0.158590,6.233545,1.000000,0.001575
1779542751.277740,0,1,2.944324,0.158155,6.234086,1.000000,0.001750
1779542751.288011,0,1,2.954314,0.157719,6.234455,1.000000,0.001750
1779542751.298127,0,1,2.964306,0.157308,6.235022,1.000000,0.001750
1779542751.308002,0,1,2.974297,0.156891,6.235403,1.000000,0.001772
1779542751.318049,0,1,2.984289,0.156493,6.235976,1.000000,0.001772
1779542751.327738,0,1,2.994281,0.156089,6.236360,1.000000,0.001099
1779542751.338508,0,1,3.004273,0.155703,6.236935,1.000000,0.001099
1779542751.347791,0,1,3.014266,0.155309,6.237320,1.000000,0.001099
1779542751.358525,0,1,3.024258,0.154934,6.237895,1.000000,-0.000019
1779542751.367591,0,1,3.034251,0.154550,6.238281,1.000000,-0.000019
1779542751.378313,0,1,3.044244,0.154184,6.238856,1.000000,-0.000019
1779542751.387683,0,1,3.054237,0.153798,6.239119,1.000000,-0.001356
1779542751.398371,0,1,3.064229,0.153390,6.239218,1.000000,-0.001356
1779542751.407767,0,1,3.074219,0.152958,6.239135,1.000000,-0.002198
1779542751.417845,0,1,3.084208,0.152479,6.238676,1.000000,-0.002198
1779542751.428358,0,1,3.094196,0.151991,6.238339,1.000000,-0.002198
1779542751.437952,0,1,3.104182,0.151475,6.237785,1.000000,-0.003634
1779542751.447843,0,1,3.114169,0.150961,6.237410,1.000000,-0.003634
1779542751.458194,0,1,3.124155,0.150425,6.236840,1.000000,-0.003634
1779542751.467677,0,1,3.134141,0.149896,6.236457,1.000000,-0.003810
1779542751.478706,0,1,3.144126,0.149348,6.235883,1.000000,-0.003810
1779542751.487780,0,1,3.154111,0.148807,6.235499,1.000000,-0.003810
1779542751.497808,0,1,3.164096,0.148248,6.234924,1.000000,-0.003557
1779542751.508089,0,1,3.174080,0.147697,6.234539,1.000000,-0.003557
1779542751.518404,0,1,3.184064,0.147127,6.233963,1.000000,-0.003557
1779542751.527958,0,1,3.194048,0.146566,6.233578,1.000000,-0.002358
1779542751.537903,0,1,3.204032,0.145987,6.233002,1.000000,-0.002358
1779542751.547981,0,1,3.214015,0.145417,6.232617,1.000000,-0.002358
1779542751.557676,0,1,3.223998,0.144828,6.232041,1.000000,-0.002161
1779542751.567980,0,1,3.233981,0.144248,6.231656,1.000000,-0.002161
1779542751.578298,0,1,3.243963,0.143650,6.231080,1.000000,-0.001067
1779542751.587683,0,1,3.253946,0.143060,6.230695,1.000000,-0.001067
1779542751.598227,0,1,3.263927,0.142452,6.230119,1.000000,-0.001067
1779542751.607582,0,1,3.273909,0.141853,6.229734,1.000000,-0.000363
1779542751.618724,0,1,3.283890,0.141235,6.229158,1.000000,-0.000363
1779542751.627970,0,1,3.293872,0.140626,6.228773,1.000000,0.000412
1779542751.638358,0,1,3.303852,0.139999,6.228197,1.000000,0.000412
1779542751.648169,0,1,3.313834,0.139404,6.228058,1.000000,0.000412
1779542751.657791,0,1,3.323820,0.138871,6.228435,1.000000,0.000960
1779542751.668344,0,1,3.333807,0.138354,6.228740,1.000000,0.000960
1779542751.678238,0,1,3.343795,0.137870,6.229281,1.000000,0.000960
1779542751.687900,0,1,3.353783,0.137387,6.229650,1.000000,0.002214
1779542751.697820,0,1,3.363773,0.136927,6.230217,1.000000,0.002214
1779542751.708140,0,1,3.373762,0.136462,6.230598,1.000000,0.001543
1779542751.718018,0,1,3.383752,0.136017,6.231171,1.000000,0.001543
1779542751.727966,0,1,3.393742,0.135564,6.231555,1.000000,0.001543
1779542751.737882,0,1,3.403732,0.135131,6.232130,1.000000,0.000546
1779542751.747585,0,1,3.413722,0.134689,6.232515,1.000000,0.000546
1779542751.757701,0,1,3.423713,0.134265,6.233090,1.000000,0.000546
