time,x,y,yaw,v_actual,v_cmd,e_y,e_psi,control_e_y,control_e_psi,filtered_e_y,filtered_e_psi,curvature_ref,curvature_preview,delta_raw,delta_rate_limited,delta_feedback,delta_feedforward,delta_cmd,lqr_k_y,lqr_k_psi,closest_idx,segment_idx,segment_t,compute_time_ms
1779721370.766963,-0.011698,5.000010,3.137931,0.119813,0.271915,-0.002050,-0.161557,-0.002050,-0.161557,-0.002050,-0.161557,-1.833572,1.833572,-0.422905,1,0.121509,-0.544414,-0.291978,0.611653,0.744351,4,4,0.386627,2.038382
1779721370.770963,-0.011698,5.000010,3.137931,0.119813,0.275915,-0.002050,-0.161557,-0.002050,-0.161557,-0.002050,-0.161557,-1.833572,1.833572,-0.422907,1,0.121507,-0.544414,-0.299978,0.611622,0.744341,4,4,0.386627,2.028356
1779721370.775334,-0.012933,5.000015,3.137015,0.127235,0.280286,-0.002249,-0.160439,-0.002249,-0.160439,-0.002249,-0.160439,-1.723612,1.723612,-0.396624,1,0.120792,-0.517417,-0.308720,0.611540,0.744314,5,4,0.543433,2.067177
1779721370.778961,-0.012933,5.000015,3.137015,0.127235,0.283914,-0.002249,-0.160439,-0.002249,-0.160439,-0.002249,-0.160439,-1.723612,1.723612,-0.396617,1,0.120800,-0.517417,-0.315975,0.611671,0.744357,5,4,0.543433,1.122877
1779721370.782963,-0.012933,5.000015,3.137015,0.127235,0.287915,-0.002249,-0.160439,-0.002249,-0.160439,-0.002249,-0.160439,-1.723612,1.723612,-0.396622,1,0.120795,-0.517417,-0.323978,0.611589,0.744330,5,4,0.543433,2.022426
1779721370.787082,-0.014243,5.000022,3.135908,0.134685,0.292035,-0.002462,-0.159389,-0.002462,-0.159389,-0.002462,-0.159389,-1.607052,1.607052,-0.367723,1,0.120142,-0.487865,-0.332217,0.611554,0.744318,5,4,0.709652,2.051520
1779721370.790961,-0.014243,5.000022,3.135908,0.134685,0.295913,-0.002462,-0.159389,-0.002462,-0.159389,-0.002462,-0.159389,-1.607052,1.607052,-0.367721,1,0.120144,-0.487865,-0.339974,0.611591,0.744330,5,4,0.709652,2.039302
1779721370.795325,-0.014243,5.000022,3.135908,0.142352,0.300277,-0.002462,-0.159389,-0.002462,-0.159389,-0.002462,-0.159389,-1.607052,1.607052,-0.367727,1,0.120138,-0.487865,-0.348702,0.611481,0.744294,5,4,0.709652,2.107558
1779721370.798961,-0.015628,5.000031,3.134591,0.142352,0.303913,-0.002688,-0.158426,-0.002688,-0.158426,-0.002688,-0.158426,-1.483790,1.507626,-0.336007,1,0.119567,-0.455573,-0.341429,0.611619,0.744340,5,4,0.885428,1.240258
1779721370.802999,-0.015628,5.000031,3.134591,0.142352,0.307951,-0.002688,-0.158426,-0.002688,-0.158426,-0.002688,-0.158426,-1.483790,1.507626,-0.336012,0,0.119561,-0.455573,-0.336012,0.611526,0.744309,5,4,0.885428,2.064483
1779721370.806958,-0.017090,5.000042,3.133202,0.150034,0.311910,-0.002921,-0.157444,-0.002921,-0.157444,-0.002921,-0.157444,-1.408971,1.507626,-0.316483,1,0.118974,-0.435457,-0.328094,0.611531,0.744311,5,5,0.053029,2.058496
1779721370.810959,-0.017090,5.000042,3.133202,0.150034,0.315912,-0.002921,-0.157444,-0.002921,-0.157444,-0.002921,-0.157444,-1.408971,1.507626,-0.316484,1,0.118973,-0.435457,-0.320091,0.611511,0.744304,5,5,0.053029,2.061247
1779721370.815396,-0.018629,5.000056,3.131739,0.157922,0.320349,-0.003157,-0.156630,-0.003157,-0.156630,-0.003157,-0.156630,-1.423219,1.507626,-0.320812,0,0.118505,-0.439317,-0.320812,0.611405,0.744269,5,5,0.189789,2.106153
